ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4076264,Source1,2,2022-05-17 23:33:00,2022-05-18 01:45:45,38.302609,-122.484315,38.302709,-122.48306200000002,0.068,Accident from Riverside Dr to Old Maple Ave., W Verano Ave,Sonoma,Sonoma,CA,95476-5364,US,US/Pacific,KO69,2022-05-17 23:35:00,48.0,48.0,87.0,29.96,5.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4091546,Source1,2,2022-05-16 10:01:38,2022-05-16 11:54:20,40.696694,-74.258139,40.695945,-74.259638,0.094,NJ Turnpike Auth.: Crash on Garden State Parkway southbound Exit 140B - US 22/NJ 82 East - southbound exit only (Union Twp) 2 Right lanes of 4 lanes blocked,Garden State Pkwy S,Union,Union,NJ,07083,US,US/Eastern,KEWR,2022-05-16 09:51:00,74.0,74.0,73.0,29.7,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4096866,Source1,2,2022-09-04 01:06:00,2022-09-05 00:04:57,38.196486,-121.225855,38.203871,-121.226106,0.51,Incident on N DUSTIN RD near E JAHANT RD Expect delays., N Dustin Rd,Acampo,San Joaquin,CA,95220-9197,US,US/Pacific,KSCK,2022-09-04 00:55:00,78.0,78.0,25.0,29.83,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4102702,Source1,2,2022-02-25 12:34:00,2022-02-25 13:49:37,29.153125,-82.08686999999998,29.150011,-82.088146,0.229,Incident on SE 36TH AVE near SE 38TH ST Drive with caution., SE 35th St,Ocala,Marion,FL,34471-7067,US,US/Eastern,KOCF,2022-02-25 12:51:00,83.0,83.0,51.0,30.15,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4109370,Source1,2,2022-07-09 03:45:47,2022-07-09 07:15:00,30.290257,-87.623502,30.290241,-87.626902,0.203,Incident on AL-180 WB near MM 25 Road closed. Take alternate route., Canal Rd,Orange Beach,Baldwin,AL,36561,US,US/Central,KJKA,2022-07-09 03:35:00,84.0,84.0,84.0,30.0,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4120328,Source1,2,2022-11-10 08:25:00,2022-11-10 11:01:30,38.885626,-76.844815,38.826613,-76.87963,4.487,Slow traffic on I-95 S - I-495 S from MD-214/Central Ave/Exit 15 (Capital Beltway/I-495) to MD-337/Allentown Rd/Exit 9 (Capital Beltway/I-495) due to accident.,Capital Beltway S,Upper Marlboro,Prince George's,MD,20774,US,US/Eastern,KADW,2022-11-10 07:55:00,48.0,45.0,94.0,30.08,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4121576,Source1,2,2022-05-12 13:35:00,2022-05-12 17:32:10,34.009125,-117.971277,34.033809999999995,-118.026525,3.594,Slow traffic on Pomona Fwy W - CA-60 W from Hacienda Blvd (CA-60) to I-605 (CA-60) due to accident.,CA-60 W,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2022-05-12 13:53:00,83.0,83.0,8.0,29.97,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4124693,Source1,2,2022-02-07 11:21:00,2022-02-07 13:30:03,38.008839,-121.328248,38.010079,-121.323974,0.248,Accident from N Pershing Ave (W Benjamin Holt Dr) to Pacific Ave (W Benjamin Holt Dr)., W Benjamin Holt Dr,Stockton,San Joaquin,CA,95207-3642,US,US/Pacific,KSCK,2022-02-07 10:55:00,58.0,58.0,56.0,30.34,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4126444,Source1,2,2022-08-19 18:29:52,2022-08-19 18:43:52,26.404769,-80.08981,26.415789,-80.089765,0.7609999999999999,Slow traffic on I-95 N from Yamato Rd/Exit 48 (I-95) to Congress Ave/Exit 50 (I-95) due to accident.,Clint Moore Rd,Boca Raton,Palm Beach,FL,33487,US,US/Eastern,KBCT,2022-08-19 18:53:00,87.0,,69.0,29.99,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4126731,Source1,2,2022-08-28 16:33:16,2022-08-28 19:13:10,40.847094,-73.989742,40.85837100000001,-73.977994,0.992,Stationary traffic on US-46 E - US-1 N - US-9 N from Abbott Ave (US-46) to I-95 (US-46) due to accident.,US Highway 46,Palisades Park,Bergen,NJ,07650,US,US/Eastern,KTEB,2022-08-28 16:51:00,81.0,81.0,62.0,30.11,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4126893,Source1,2,2022-04-28 16:07:47,2022-04-28 17:29:37,32.228824,-110.921559,32.228817,-110.920836,0.042,Incident on E 5TH ST near E 5TH ST Expect delays., E 5th St,Tucson,Pima,AZ,85716-4951,US,US/Mountain,KDMA,2022-04-28 16:14:00,86.0,86.0,5.0,27.01,10.0,SSW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4127833,Source1,2,2022-01-28 20:33:00,2022-01-28 21:53:20,33.378298,-112.142412,33.377691,-112.142418,0.042,Incident on S 39TH AVE near W BASELINE RD Expect delays.,S 39th Ave,Phoenix,Maricopa,AZ,85041,US,US/Mountain,KPHX,2022-01-28 20:51:00,61.0,61.0,21.0,28.99,10.0,E,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4129300,Source1,2,2022-12-21 15:03:30,2022-12-21 15:32:00,38.458343,-76.759692,38.465029,-76.7689,0.679,Stationary traffic on MD-5 from MD-235/Three Notch Rd (Point Lookout Rd/MD-5) to MD-6/New Market Turner Rd (Three Notch Rd/MD-5) due to accident., Three Notch Rd,Mechanicsville,St. Mary's,MD,20659-3221,US,US/Eastern,K2W6,2022-12-21 15:00:00,41.0,41.0,53.0,30.31,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4130597,Source1,2,2022-06-17 22:41:24,2022-06-17 23:59:25,38.338515,-77.087184,38.338881,-77.086371,0.051,Incident on VA-206 EB near BEACON HL Road closed. Take alternate route., Dahlgren Rd,King George,King George,VA,22485-5615,US,US/Eastern,KEZF,2022-06-17 22:35:00,80.0,80.0,54.0,29.62,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4137763,Source1,2,2022-06-15 16:37:25,2022-06-15 19:01:24,34.712413,-81.942778,34.731596,-81.951323,1.411,Incident on I-26 WB near MM 36 Road closed. Take alternate route.,I-26 W,Woodruff,Spartanburg,SC,29388,US,US/Eastern,KSPA,2022-06-15 16:35:00,93.0,93.0,46.0,29.21,10.0,SE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4149964,Source1,2,2022-03-18 07:53:00,2022-03-18 09:08:26,29.601298570491785,-82.37423300703823,29.602318570491786,-82.37287300703822,0.108,Incident on WILLISTON RD NB near I-75 Drive with caution., SW Williston Rd,Gainesville,Alachua,FL,32608-5050,US,US/Eastern,KGNV,2022-03-18 07:53:00,57.0,57.0,96.0,29.89,0.0,CALM,0.0,0.0,Fog,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4150892,Source1,2,2022-05-25 20:04:00,2022-05-25 21:45:00,32.666909000000004,-84.983974,32.671415,-84.987098,0.36,Incident on I-185 NB near GA-315 Drive with caution.,GA-411 N,Fortson,Harris,GA,31808,US,US/Eastern,KCSG,2022-05-25 19:51:00,71.0,71.0,93.0,29.62,10.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4162950,Source1,2,2022-04-28 18:07:32,2022-04-28 19:25:34,37.62249827367009,-77.55069851838324,37.60844827367009,-77.53079851838325,1.459,Incident on I-64 EB near MM 183 Right shoulder closed.,I-64,Henrico,Henrico,VA,23229,US,US/Eastern,KOFP,2022-04-28 17:54:00,63.0,63.0,22.0,29.9,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4165205,Source1,2,2022-03-09 16:30:44,2022-03-09 18:47:41,26.3554,-80.118509,26.426951000000006,-80.08986999999998,5.252000000000002,Stationary traffic on I-95 N from Palmetto Park Rd/Exit 44 (I-95) to Linton Blvd/Exit 51 (I-95) due to accident.,I-95 N,Boca Raton,Palm Beach,FL,33486,US,US/Eastern,KBCT,2022-03-09 16:53:00,82.0,82.0,67.0,29.92,10.0,SSE,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4165785,Source1,2,2022-10-07 18:26:00,2022-10-07 20:37:07,38.60021,-121.457199,38.600211,-121.458153,0.052000000000000005,Accident on CA-160 S from I-80 Bus/Capital City Fwy (21st St/15th St/16th St/Freeport Blvd) to Del Paso Blvd (21st St/15th St/16th St/Freeport Blvd).,CA-160 S,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,2022-10-07 18:35:00,88.0,88.0,19.0,29.83,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4167974,Source1,2,2022-02-11 13:05:38,2022-02-11 21:02:31,25.890733,-80.163416,25.889393,-80.162942,0.097,Slow traffic on FL-922 - US-1 S - FL-5 from NE 124th St to NE 18th Ave due to accident., NE 124th St,Miami,Miami-Dade,FL,33181,US,US/Eastern,KOPF,2022-02-11 12:53:00,82.0,82.0,56.0,30.03,10.0,E,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4168728,Source1,2,2022-02-27 15:24:00,2022-02-27 17:41:02,41.004328,-78.45644899999998,41.00626,-78.453867,0.19,Crash on WOLF RUN RD / SOUTH SECOND ST / RIVER RD / WASHINGTON AV / FULTON ST northbound between CLEARFIELD BP and CLEVELAND BROTHERS CLEVELAND BROTHERS RD. There is a lane restriction., State Route 879,Clearfield,Clearfield,PA,16830,US,US/Eastern,KFIG,2022-02-27 15:54:00,39.0,30.0,49.0,28.33,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4170493,Source1,2,2022-02-10 15:26:00,2022-02-10 18:23:51,34.02937,-118.433899,34.026413,-118.431066,0.261,Slow traffic from I-10 E to I-405 S due to accident., Sawtelle Blvd,Los Angeles,Los Angeles,CA,90064-3706,US,US/Pacific,KSMO,2022-02-10 15:51:00,74.0,74.0,33.0,29.82,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4171429,Source1,2,2022-05-23 17:22:00,2022-05-23 19:28:21,34.134678,-117.641801,34.134723,-117.628111,0.7829999999999999,Incident on I-210 EB near CAMPUS AVE Drive with caution.,CA-210 E,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,2022-05-23 16:53:00,75.0,75.0,48.0,28.8,10.0,WSW,14.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4175121,Source1,2,2022-06-13 17:24:30,2022-06-13 18:26:00,38.27547669,-122.04770923,38.29860669,-122.03380923,1.767,Slow traffic on I-80 E from Air Base Pkwy/Waterman Blvd (I-80) to N Texas St (I-80) due to accident.,I-80,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2022-06-13 16:58:00,83.0,83.0,25.0,29.89,10.0,WSW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4175887,Source1,2,2022-09-14 17:09:05,2022-09-14 17:31:42,28.023000000000003,-82.08030500000002,28.024656,-82.070728,0.595,Stationary traffic on US-92 E - US-92 W from CR-553/Park Rd (E Baker St/US-92) to County Line Rd (New Tampa Hwy/US-92) due to accident., Thrasher Rd,Plant City,Hillsborough,FL,33566-7426,US,US/Eastern,KPCM,2022-09-14 16:50:00,86.0,86.0,66.0,29.68,10.0,N,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4184557,Source1,2,2023-02-23 13:59:00,2023-02-23 16:06:36,41.735126,-87.562736,41.735076,-87.56281899999998,0.005,Closed at E 92nd St - Blocked by overturned vehicle., S Kingston Ave,Chicago,Cook,IL,60617-2442,US,US/Central,KGYY,2023-02-23 13:45:00,37.0,28.0,75.0,29.35,10.0,WSW,16.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4191203,Source1,2,2022-12-26 22:48:00,2022-12-27 00:03:34,28.457861,-81.388435,28.45796,-81.39013299999998,0.103,Incident on IBSEN AVE near CHAUCER LN Drive with caution., Ibsen Ave,Orlando,Orange,FL,32809,US,US/Eastern,KMCO,2022-12-26 22:53:00,47.0,43.0,50.0,30.16,10.0,NNW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4195760,Source1,2,2022-08-03 22:44:30,2022-08-04 00:04:00,34.068279,-117.975327,34.070657000000004,-117.95671000000002,1.078,Slow traffic on San Bernardino Fwy E - I-10 E from Baldwin Park Blvd (I-10) to W West Covina Pkwy/N Orange Ave/Pacific Ave (I-10) due to accident.,I-10 E,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2022-08-03 22:53:00,71.0,71.0,75.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4196750,Source1,2,2022-11-19 18:02:31,2022-11-19 19:20:58,33.925571999999995,-79.728142,33.927661,-79.725941,0.192,Incident on ANDERSON BRIDGE RD near GARRIS RD Drive with caution., Anderson Bridge Rd,Scranton,Florence,SC,29591-5014,US,US/Eastern,KCKI,2022-11-19 18:15:00,46.0,46.0,71.0,30.14,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4197083,Source1,2,2023-01-04 17:26:00,2023-01-04 18:42:19,30.363968,-97.743347,30.378940000000004,-97.737952,1.083,Incident on SL-1 NB near STECK AVE Drive with caution.,Mopac Expy N,Austin,Travis,TX,78759,US,US/Central,KATT,2023-01-04 17:51:00,64.0,64.0,,29.33,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4198343,Source1,2,2022-09-15 08:35:08,2022-09-15 09:26:55,35.383651,-84.728425,35.350619,-84.747911,2.533,Stationary traffic on I-75 S from TN-39/Riceville Decatur Rd/Exit 42 (I-75) to TN-163/Exit 36 (I-75) due to accident.,I-75,Calhoun,McMinn,TN,37309,US,US/Eastern,KRZR,2022-09-15 08:53:00,66.0,66.0,78.0,29.48,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4199924,Source1,2,2022-11-22 23:27:08,2022-11-23 01:26:59,25.926966,-80.188204,25.927055,-80.186192,0.125,Incident on NE 165TH ST near NE 6TH AVE Drive with caution., NE 6th Ave,Miami,Miami-Dade,FL,33162-3605,US,US/Eastern,KHWO,2022-11-22 23:53:00,73.0,73.0,93.0,30.06,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-4201932,Source1,2,2022-02-10 12:14:37,2022-02-10 13:36:36,48.840118,-95.892961,48.840681,-95.888307,0.215,Incident on MN-11 near 330TH AVE Drive with caution., State Highway 11,Roseau,Roseau,MN,56751-8107,US,US/Central,KROX,2022-02-10 12:15:00,25.0,10.0,93.0,28.11,0.0,S,22.0,0.0,Heavy Snow / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4205586,Source1,2,2022-08-07 02:27:00,2022-08-07 02:33:30,42.35309,-83.090137,42.351246,-83.095927,0.322,Stationary traffic on I-94 W - Edsel Ford Fwy W from 14th St (I-94) to I-96/Exit 213 (I-94) due to accident.,Edsel Ford Fwy W,Detroit,Wayne,MI,48208,US,US/Eastern,KDET,2022-08-07 02:53:00,80.0,80.0,81.0,29.41,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4214870,Source1,2,2022-05-12 14:26:00,2022-05-12 15:21:00,37.532558,-77.43164,37.5415,-77.426912,0.67,Stationary traffic on I-95 N from VA-195 E to 7th Street exit [75] due to accident.,Downtown Expy,Richmond,Richmond (City),VA,23219,US,US/Eastern,KRIC,2022-05-12 14:33:00,65.0,65.0,90.0,30.02,6.0,NE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4216587,Source1,2,2022-12-22 17:00:34,2022-12-22 18:18:36,38.673419,-77.241284,38.680348,-77.23060799999998,0.7490000000000001,Incident on I-95 NB near I-95 Drive with caution.,I-95 N,Lorton,Fairfax County,VA,22079,US,US/Eastern,KDAA,2022-12-22 16:56:00,50.0,50.0,94.0,29.71,9.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4218278,Source1,2,2022-04-03 02:10:00,2022-04-03 04:15:25,38.680351,-121.373843,38.680802,-121.373294,0.043,Accident from Watt Ave (Don Julio Blvd) to Walerga Rd (Don Julio Blvd)., Don Julio Blvd,North Highlands,Sacramento,CA,95660-4145,US,US/Pacific,KMCC,2022-04-03 02:15:00,46.0,46.0,76.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4219164,Source1,2,2022-07-02 07:53:28,2022-07-02 09:11:56,35.011283,-81.860744,35.009299,-81.860901,0.13699999999999998,Incident on BUD ARTHUR BRIDGE RD near OLD CONVERSE RD Drive with caution., Bud Arthur Bridge Rd,Spartanburg,Spartanburg,SC,29307-4418,US,US/Eastern,KSPA,2022-07-02 07:55:00,72.0,72.0,88.0,29.2,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4221252,Source1,2,2023-01-03 20:49:29,2023-01-03 22:47:30,44.86555696,-93.42405438,44.86970696,-93.41619438,0.48,Incident on US-212 near PRAIRIE CENTER DR Drive with caution.,US-212 E,Eden Prairie,Hennepin,MN,55344,US,US/Central,KFCM,2023-01-03 20:53:00,31.0,21.0,89.0,28.62,4.0,NNE,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4229229,Source1,2,2022-11-18 20:22:30,2022-11-18 20:44:30,45.511623,-123.878347,45.508307,-123.872187,0.376,Stationary traffic on US-101 S - US-101 N from Miami Foley Rd/Miami River Rd (US-101) to OR-6/1st St (US-101) due to accident.,Oregon Coast Hwy,Bay City,Tillamook,OR,97107,US,US/Pacific,KS47,2022-11-18 20:15:00,43.0,36.0,36.0,30.29,10.0,NE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4231446,Source1,2,2023-01-04 17:56:00,2023-01-04 20:08:48,37.058426,-121.567706,37.057476,-121.567235,0.071,Accident on Center Ave from Rucker Ave to Omar Ave., Center Ave,Gilroy,Santa Clara,CA,95020-9282,US,US/Pacific,KE16,2023-01-04 17:55:00,57.0,57.0,82.0,29.4,5.0,SE,24.0,,Cloudy / Windy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-4237399,Source1,2,2022-02-13 16:32:00,2022-02-13 18:40:21,34.055331945256924,-118.21910262051478,34.05272194525693,-118.22408262051478,0.337,Accident from I-5/Golden Hwy/State St (I-10) to US-101/Santa Ana Fwy/Mission Rd (I-10).,San Bernardino Fwy,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2022-02-13 16:47:00,74.0,74.0,18.0,29.9,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4239388,Source1,2,2022-04-27 08:06:30,2022-04-27 09:40:30,45.06468415238826,-93.98223280861865,45.064404152388256,-94.03283280861864,2.469,Stationary traffic on US-12 E - US-12 W from CR-8 (US-12) to CR-6/7th Ave (US-12) due to accident., Emerson Ave SW,Waverly,Wright,MN,55390-8437,US,US/Central,KCFE,2022-04-27 08:15:00,30.0,21.0,60.0,29.27,10.0,E,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4240124,Source1,2,2022-01-24 08:18:47,2022-01-24 09:39:03,44.475048780229216,-93.29185366586069,44.525998780229216,-93.29634366586069,3.527,Incident on I-35 near MILLERSBURG BLVD Drive with caution.,I-35 N,Northfield,Rice,MN,55057,US,US/Central,KSYN,2022-01-24 08:15:00,8.0,-10.0,85.0,28.78,10.0,N,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4246386,Source1,4,2022-06-07 05:04:30,2022-06-07 07:19:51,39.109962,-77.59139,39.108899,-77.589084,0.14400000000000002,On City Rt. 4205 in the Town of Leesburg in the vicinity of Dry Mill Rd; Rt. 699N/S (Loudoun County); County/City/Town Line: LEESBURG near Park Meadow Ct motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed., Owls Head Ln,Leesburg,Loudoun,VA,20175-6955,US,US/Eastern,KJYO,2022-06-07 04:52:00,60.0,60.0,90.0,29.66,10.0,SE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4247761,Source1,2,2023-02-01 06:41:00,2023-02-01 09:03:30,33.75157100000001,-117.846097,33.746703000000004,-117.842937,0.382,Slow traffic on Santa Ana Fwy S - I-5 S from N Grand Ave (I-5 HOV) to I-5/Santa Ana Fwy (Tustin) (I-5 HOV) due to accident.,I-5 S,Santa Ana,Orange,CA,92701,US,US/Pacific,KSNA,2023-02-01 06:53:00,44.0,41.0,47.0,30.06,10.0,SSW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4249581,Source1,2,2023-01-04 15:59:00,2023-01-04 17:19:24,30.456838,-91.07208,30.459028000000004,-91.072052,0.151,Incident on SHARP RD near FLORIDA BLVD Drive with caution., Florida Blvd,Baton Rouge,East Baton Rouge,LA,70815-1799,US,US/Central,KBTR,2023-01-04 15:53:00,73.0,73.0,30.0,29.94,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4251084,Source1,2,2022-12-25 13:38:30,2022-12-25 14:30:00,34.061229,-118.21542,34.050277,-118.214107,0.76,Stationary traffic on Golden State Fwy S - I-5 S from Main St (I-5) to Mission Rd (I-5) due to accident.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2022-12-25 13:47:00,83.0,83.0,19.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4251757,Source1,2,2022-12-08 04:23:41,2022-12-08 05:42:53,35.950228,-78.542827,35.949494,-78.543065,0.052000000000000005,Incident on COMMON OAKS DR near POPES CREEK DR Drive with caution.,Popes Creek Dr,Raleigh,Wake,NC,27614,US,US/Eastern,KRDU,2022-12-08 04:30:00,60.0,60.0,93.0,29.75,2.0,CALM,0.0,0.0,Fog,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4262314,Source1,2,2023-02-21 20:56:00,2023-02-21 23:07:42,35.40124799999999,-119.400844,35.399806,-119.398855,0.15,Accident on West Side Fwy - I-5 S from 7th Standard Rd (I-5) to CA-58 (I-5).,I-5 S,Buttonwillow,Kern,CA,93206,US,US/Pacific,KBFL,2023-02-21 20:54:00,49.0,43.0,43.0,29.17,9.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4270231,Source1,2,2022-03-01 16:42:17,2022-03-01 18:47:15,32.856451,-96.747952,32.85641,-96.750228,0.132,Stationary traffic on TX-12 Loop from E Lovers Ln to Lontos Dr due to accident., E Northwest Hwy,Dallas,Dallas,TX,75231-8009,US,US/Central,KDAL,2022-03-01 16:53:00,71.0,71.0,14.0,29.6,10.0,SSE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4270938,Source1,2,2022-01-25 16:53:00,2022-01-25 17:15:00,37.49508261662724,-122.22900509776005,37.49118261662724,-122.21881509776009,0.62,Stationary traffic on US-101 S - Bayshore Fwy S from Whipple Ave (US-101) to CA-84/Woodside Rd (US-101) due to accident.,US-101,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,2022-01-25 16:48:00,55.0,55.0,72.0,30.01,10.0,NW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4273597,Source1,2,2022-08-08 10:30:49,2022-08-08 12:36:42,35.850981,-86.43946899999997,35.841369,-86.428928,0.889,Incident on I-24 EB near MM 77 Expect long delays.,I-24 E,Murfreesboro,Rutherford,TN,37129,US,US/Central,KMQY,2022-08-08 10:53:00,89.0,89.0,55.0,29.5,10.0,NW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4280746,Source1,2,2023-01-21 07:56:08,2023-01-21 10:08:13,38.092222,-102.467383,38.092374,-102.485145,0.966,Between County Road 15 and County Road 19 (7 miles east of Lamar) at Mile Point 443. Road closed expect delays due to a crash. Between County Road 19 and County Road 15 (7 miles east of Lamar) at Mile Point 443. Road closed expect delays due to a crash., US-50,Lamar,Prowers,CO,81052-9507,US,US/Mountain,KLAA,2023-01-21 07:53:00,28.0,15.0,92.0,26.19,0.25,N,21.0,0.0,Fog / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4283753,Source1,2,2022-07-07 11:18:12,2022-07-07 12:07:56,40.785051,-73.645113,40.777862,-73.666268,1.213,Slow traffic on I-495 W from Northern State Pkwy/Exit 38 (I-495) to Searingtown Rd/Exit 36 (I-495) due to accident.,Long Island Expy W,Roslyn Heights,Nassau,NY,11577,US,US/Eastern,KLGA,2022-07-07 10:51:00,76.0,76.0,62.0,29.99,10.0,NE,15.0,0.0,Mostly Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
